EmpID,Department,MonthlyIncome,MonthlyRate,DailyRate,HourlyRate,StandardHours,OverTime,SalarySlab,DistanceFromHome,BusinessTravel,PercentSalaryHike
RM1463,Sales,12031,8828,722,60,80,No,10k-15k,24,Travel_Rarely,11
RM1467,Research & Development,9991,21457,613,42,80,No,5k-10k,6,Travel_Rarely,15
RM091,Research & Development,13503,14115,530,78,80,No,10k-15k,1,Travel_Frequently,22
RM151,Research & Development,5605,8504,1395,54,80,No,5k-10k,26,Travel_Frequently,11
RM159,Sales,10855,8552,630,67,80,No,10k-15k,4,Travel_Rarely,11
RM187,Research & Development,19033,6499,989,46,80,No,15k+,4,Travel_Rarely,14
RM204,Research & Development,2741,16523,905,99,80,Yes,Upto 5k,19,Travel_Rarely,15
RM209,Research & Development,4876,14242,1151,63,80,No,Upto 5k,9,Non-Travel,14
RM244,Research & Development,3319,24447,1300,62,80,No,Upto 5k,24,Travel_Rarely,17
RM258,Research & Development,19436,5949,1416,49,80,No,15k+,2,Travel_Rarely,19
RM336,Sales,7457,13273,1124,57,80,Yes,5k-10k,1,Travel_Rarely,22
RM362,Research & Development,2213,22495,1171,46,80,Yes,Upto 5k,10,Travel_Rarely,13
RM369,Sales,6380,6110,575,68,80,Yes,5k-10k,22,Travel_Rarely,12
RM388,Sales,5715,22553,759,46,80,No,5k-10k,2,Travel_Rarely,12
RM392,Research & Development,3448,13436,555,78,80,No,Upto 5k,2,Travel_Rarely,22
RM418,Sales,18041,13022,1398,79,80,No,15k+,2,Travel_Rarely,14
RM449,Research & Development,13237,20364,302,75,80,No,10k-15k,6,Travel_Rarely,15
RM459,Sales,10932,11373,1094,58,80,No,10k-15k,28,Non-Travel,15
RM534,Sales,10475,23772,580,48,80,Yes,10k-15k,5,Travel_Frequently,21
RM554,Research & Development,2342,22929,804,86,80,Yes,Upto 5k,2,Travel_Rarely,20
RM583,Research & Development,4244,9931,791,38,80,No,Upto 5k,2,Travel_Frequently,24
RM602,Research & Development,5094,11983,720,51,80,No,5k-10k,16,Travel_Frequently,14
RM685,Sales,9705,20652,658,67,80,No,5k-10k,10,Travel_Rarely,12
RM692,Research & Development,3617,25063,1469,35,80,Yes,Upto 5k,9,Travel_Frequently,14
RM707,Sales,13194,17071,1479,100,80,Yes,10k-15k,24,Non-Travel,16
RM769,Sales,8396,22217,300,74,80,No,5k-10k,26,Travel_Rarely,14
RM786,Research & Development,10322,26542,1492,61,80,No,10k-15k,20,Travel_Rarely,20
RM815,Research & Development,19626,17544,1308,44,80,No,15k+,14,Travel_Rarely,14
RM838,Research & Development,13499,13782,593,88,80,No,10k-15k,9,Travel_Frequently,17
RM846,Research & Development,4422,21203,902,92,80,Yes,Upto 5k,26,Travel_Frequently,13
RM867,Sales,4327,25440,1184,62,80,No,Upto 5k,2,Travel_Frequently,12
RM885,Sales,6852,11591,107,84,80,No,5k-10k,10,Travel_Rarely,12
RM947,Sales,9094,17235,299,57,80,Yes,5k-10k,25,Travel_Rarely,12
RM958,Research & Development,3544,8532,458,74,80,No,Upto 5k,16,Non-Travel,16
RM960,Research & Development,4661,22455,523,98,80,No,Upto 5k,2,Travel_Rarely,13
RM968,Research & Development,2387,6762,329,88,80,No,Upto 5k,1,Travel_Rarely,22
RM979,Research & Development,6377,13888,1202,89,80,No,5k-10k,2,Travel_Rarely,20
RM1030,Research & Development,3975,23099,663,81,80,No,Upto 5k,9,Non-Travel,11
RM1041,Research & Development,13757,25178,218,55,80,No,10k-15k,8,Non-Travel,11
RM1046,Research & Development,2345,8045,896,68,80,No,Upto 5k,2,Travel_Rarely,14
RM1084,Research & Development,2018,21831,676,86,80,No,Upto 5k,9,Travel_Rarely,14
RM1095,Sales,5473,19345,1342,47,80,No,5k-10k,9,Travel_Rarely,12
RM1097,Human Resources,16437,17381,898,38,80,Yes,15k+,6,Travel_Rarely,21
RM1099,Research & Development,4069,8841,1142,72,80,Yes,Upto 5k,8,Non-Travel,18
RM1133,Sales,4639,11262,118,84,80,No,Upto 5k,14,Travel_Rarely,15
RM1157,Research & Development,10435,25800,884,80,80,No,10k-15k,15,Travel_Rarely,13
RM1165,Research & Development,7945,19948,448,84,80,Yes,5k-10k,16,Travel_Rarely,15
RM1172,Research & Development,2166,3339,1329,73,80,Yes,Upto 5k,7,Travel_Rarely,14
RM1230,Research & Development,6516,5041,369,92,80,Yes,5k-10k,8,Travel_Rarely,16
RM1243,Sales,19833,4349,611,88,80,No,15k+,7,Travel_Rarely,14
RM1287,Research & Development,3377,25605,616,99,80,No,Upto 5k,2,Travel_Rarely,17
RM1300,Research & Development,6513,9060,1194,52,80,No,5k-10k,1,Travel_Rarely,17
RM1305,Research & Development,4448,10748,750,47,80,No,Upto 5k,12,Travel_Rarely,12
RM1349,Research & Development,16823,18991,1137,98,80,No,15k+,1,Travel_Rarely,11
RM1410,Research & Development,6323,26849,692,73,80,No,5k-10k,11,Travel_Frequently,11
RM1411,Sales,5677,4258,444,92,80,No,5k-10k,2,Travel_Rarely,14
RM1428,Research & Development,2406,4060,543,83,80,No,Upto 5k,1,Travel_Rarely,19
RM1456,Research & Development,2809,2725,1322,52,80,No,Upto 5k,2,Travel_Rarely,14
RM1458,Research & Development,2001,12549,1194,98,80,No,Upto 5k,2,Travel_Rarely,14
RM001,Sales,5993,19479,1102,94,80,Yes,5k-10k,1,Travel_Rarely,11
RM046,Research & Development,19545,16280,1360,49,80,No,15k+,12,Travel_Rarely,12
RM134,Sales,8189,21196,802,96,80,Yes,5k-10k,9,Travel_Rarely,13
RM148,Research & Development,17181,12888,857,91,80,No,15k+,10,Travel_Frequently,13
RM149,Research & Development,2238,6961,933,94,80,No,Upto 5k,9,Travel_Rarely,21
RM167,Research & Development,2451,4609,465,56,80,No,Upto 5k,14,Travel_Rarely,12
RM183,Sales,3140,21728,1356,70,80,Yes,Upto 5k,20,Travel_Rarely,22
RM216,Sales,13591,14674,896,75,80,Yes,10k-15k,6,Travel_Rarely,18
RM243,Research & Development,3072,19877,1411,36,80,No,Upto 5k,19,Travel_Rarely,16
RM301,Sales,16015,15896,334,88,80,No,15k+,2,Travel_Rarely,19
RM347,Research & Development,6032,10110,483,95,80,Yes,5k-10k,6,Travel_Rarely,15
RM367,Sales,9355,9558,143,56,80,No,5k-10k,4,Travel_Frequently,18
RM404,Sales,8392,19566,645,49,80,No,5k-10k,1,Travel_Rarely,16
RM447,Sales,6230,13430,267,56,80,No,5k-10k,10,Non-Travel,14
RM460,Research & Development,6811,2112,509,62,80,Yes,5k-10k,2,Non-Travel,17
RM467,Sales,16595,5626,1276,91,80,No,15k+,2,Travel_Rarely,16
RM536,Human Resources,19141,8861,427,73,80,No,15k+,10,Travel_Rarely,15
RM539,Human Resources,19189,19562,314,59,80,No,15k+,1,Travel_Rarely,12
RM668,Research & Development,2778,17725,1085,57,80,Yes,Upto 5k,2,Travel_Rarely,13
RM687,Research & Development,4721,3119,263,59,80,Yes,Upto 5k,6,Travel_Rarely,13
RM717,Research & Development,19419,3735,840,64,80,No,15k+,9,Travel_Frequently,17
RM738,Research & Development,5003,23371,549,42,80,No,5k-10k,7,Travel_Rarely,14
RM747,Research & Development,19973,20284,247,55,80,No,15k+,7,Non-Travel,22
RM784,Research & Development,3376,18863,509,43,80,No,Upto 5k,7,Travel_Rarely,13
RM831,Research & Development,4766,9051,167,46,80,Yes,Upto 5k,12,Travel_Rarely,11
RM865,Research & Development,2107,20293,906,95,80,No,Upto 5k,5,Non-Travel,17
RM952,Sales,6151,22074,256,40,80,No,5k-10k,10,Non-Travel,13
RM961,Sales,4103,4297,1018,66,80,No,Upto 5k,1,Travel_Frequently,17
RM989,Research & Development,5467,13953,1200,75,80,Yes,5k-10k,22,Travel_Frequently,14
RM1029,Research & Development,2127,5561,1283,90,80,Yes,Upto 5k,5,Travel_Rarely,12
RM1197,Sales,7082,11591,1206,80,80,Yes,5k-10k,23,Travel_Rarely,16
RM1219,Sales,9241,15869,918,35,80,No,5k-10k,6,Travel_Rarely,12
RM1229,Human Resources,6430,20794,552,60,80,No,5k-10k,4,Non-Travel,19
RM1267,Research & Development,2289,20520,548,94,80,No,Upto 5k,9,Travel_Rarely,20
RM1295,Research & Development,6870,15530,447,85,80,No,5k-10k,5,Travel_Rarely,12
RM1296,Sales,10447,26458,796,81,80,Yes,10k-15k,4,Travel_Rarely,13
RM1357,Sales,4393,26841,337,54,80,No,Upto 5k,8,Travel_Rarely,21
RM1421,Research & Development,2782,21412,642,76,80,No,Upto 5k,1,Travel_Rarely,22
RM1446,Research & Development,13570,5640,582,60,80,No,10k-15k,28,Travel_Rarely,23
RM1449,Sales,8938,12227,930,57,80,No,5k-10k,3,Travel_Rarely,11
RM028,Sales,6825,21173,691,48,80,No,5k-10k,8,Travel_Rarely,11
RM198,Research & Development,5265,16439,926,36,80,No,5k-10k,21,Non-Travel,16
RM232,Research & Development,19232,4933,532,58,80,No,15k+,4,Travel_Rarely,11
RM254,Research & Development,6545,23016,916,82,80,Yes,5k-10k,17,Travel_Rarely,13
RM257,Research & Development,2593,8007,269,56,80,Yes,Upto 5k,2,Travel_Rarely,11
RM282,Sales,4907,24532,635,99,80,No,Upto 5k,1,Travel_Rarely,25
RM296,Sales,13525,14864,555,77,80,No,10k-15k,26,Travel_Frequently,14
RM349,Research & Development,15992,15901,810,44,80,No,15k+,23,Travel_Rarely,14
RM351,Human Resources,2696,24017,544,52,80,Yes,Upto 5k,2,Travel_Rarely,11
RM357,Research & Development,6781,17078,1332,98,80,No,5k-10k,2,Travel_Rarely,23
RM389,Research & Development,2576,20490,201,95,80,No,Upto 5k,1,Travel_Rarely,16
RM410,Research & Development,4556,12932,532,92,80,No,Upto 5k,29,Travel_Frequently,11
RM414,Research & Development,4523,4386,1368,88,80,No,Upto 5k,28,Travel_Frequently,11
RM442,Research & Development,2093,9260,1474,97,80,No,Upto 5k,5,Travel_Frequently,17
RM452,Research & Development,7406,6950,319,56,80,Yes,5k-10k,24,Travel_Rarely,21
RM489,Research & Development,4089,5718,622,81,80,No,Upto 5k,2,Travel_Rarely,13
RM548,Research & Development,2759,20366,933,57,80,Yes,Upto 5k,19,Travel_Frequently,12
RM585,Research & Development,18430,16225,570,66,80,No,15k+,8,Travel_Frequently,13
RM598,Research & Development,6062,4051,932,43,80,Yes,5k-10k,1,Travel_Rarely,13
RM605,Research & Development,4434,11806,933,98,80,No,Upto 5k,29,Travel_Rarely,13
RM633,Research & Development,2515,9068,1271,35,80,Yes,Upto 5k,2,Travel_Frequently,14
RM644,Research & Development,5231,23726,1265,95,80,Yes,5k-10k,3,Travel_Rarely,13
RM673,Sales,6244,7824,462,68,80,No,5k-10k,14,Travel_Rarely,17
RM742,Sales,18303,7770,265,90,80,No,15k+,5,Travel_Rarely,13
RM800,Research & Development,17665,14399,469,35,80,No,15k+,2,Travel_Rarely,17
RM825,Research & Development,4272,9558,188,56,80,No,Upto 5k,29,Travel_Rarely,19
RM839,Sales,13758,2447,481,44,80,Yes,10k-15k,12,Travel_Frequently,12
RM840,Sales,5155,2253,647,45,80,No,5k-10k,4,Travel_Rarely,13
RM879,Human Resources,6272,12858,179,79,80,No,5k-10k,2,Non-Travel,16
RM888,Research & Development,13191,23281,458,60,80,Yes,10k-15k,26,Travel_Frequently,17
RM926,Research & Development,2372,5628,603,78,80,Yes,Upto 5k,7,Travel_Rarely,16
RM955,Research & Development,17861,26582,495,37,80,Yes,15k+,2,Non-Travel,13
RM1000,Human Resources,16799,16616,1147,31,80,No,15k+,10,Travel_Rarely,14
RM1051,Research & Development,3673,16458,748,74,80,No,Upto 5k,9,Travel_Frequently,13
RM1089,Research & Development,4841,24052,1210,68,80,No,Upto 5k,2,Travel_Rarely,14
RM1094,Research & Development,10124,18611,288,40,80,Yes,10k-15k,2,Travel_Frequently,14
RM1130,Research & Development,19613,26362,1059,93,80,No,15k+,9,Travel_Rarely,22
RM1264,Research & Development,2766,8952,855,57,80,No,Upto 5k,12,Travel_Rarely,22
RM1288,Research & Development,5538,5696,1128,95,80,No,5k-10k,13,Travel_Rarely,18
RM1321,Research & Development,2936,6161,355,38,80,No,Upto 5k,10,Non-Travel,22
RM1326,Research & Development,3968,13624,1142,81,80,No,Upto 5k,8,Travel_Rarely,13
RM1358,Research & Development,13348,14842,1396,83,80,No,10k-15k,6,Travel_Rarely,13
RM1379,Sales,5087,2900,419,77,80,Yes,5k-10k,12,Travel_Rarely,12
RM1405,Research & Development,4332,14811,335,37,80,No,Upto 5k,23,Non-Travel,12
RM1420,Research & Development,5410,11189,557,35,80,Yes,5k-10k,18,Travel_Rarely,17
RM1444,Research & Development,18880,17312,300,56,80,No,15k+,2,Travel_Rarely,11
RM036,Research & Development,2645,21923,1273,72,80,No,Upto 5k,2,Travel_Rarely,12
RM120,Sales,16959,19494,394,92,80,Yes,15k+,26,Travel_Frequently,12
RM131,Research & Development,4739,16090,957,72,80,No,Upto 5k,28,Travel_Frequently,12
RM194,Research & Development,2089,5228,1344,37,80,No,Upto 5k,7,Non-Travel,14
RM236,Sales,16064,7744,1034,80,80,Yes,15k+,16,Travel_Rarely,22
RM316,Research & Development,2455,10675,185,33,80,No,Upto 5k,10,Travel_Frequently,19
RM331,Research & Development,5257,6227,559,82,80,No,5k-10k,10,Travel_Frequently,11
RM334,Research & Development,9985,9262,1001,43,80,No,5k-10k,7,Travel_Rarely,16
RM391,Research & Development,14336,4345,982,59,80,No,10k-15k,12,Travel_Rarely,11
RM396,Research & Development,2258,15238,313,61,80,No,Upto 5k,21,Travel_Frequently,20
RM397,Research & Development,4522,2227,1473,74,80,Yes,Upto 5k,8,Travel_Rarely,14
RM490,Research & Development,16627,2671,782,50,80,Yes,15k+,6,Travel_Rarely,14
RM492,Research & Development,5679,19627,1001,72,80,Yes,5k-10k,9,Travel_Frequently,13
RM549,Sales,6804,23683,775,47,80,No,5k-10k,15,Travel_Frequently,18
RM610,Research & Development,17159,5200,589,94,80,No,15k+,14,Travel_Rarely,24
RM651,Research & Development,5562,21782,422,33,80,No,5k-10k,1,Travel_Frequently,13
RM662,Research & Development,4765,23814,177,55,80,No,Upto 5k,8,Travel_Rarely,21
RM776,Sales,10798,5268,415,79,80,No,10k-15k,25,Travel_Rarely,13
RM813,Research & Development,10820,11535,1082,83,80,No,10k-15k,27,Travel_Frequently,11
RM850,Sales,5346,9489,1372,85,80,No,5k-10k,9,Travel_Rarely,13
RM899,Research & Development,19740,18625,920,96,80,No,15k+,3,Travel_Rarely,14
RM927,Sales,10231,20364,531,56,80,No,10k-15k,4,Travel_Rarely,14
RM996,Research & Development,4081,20003,930,73,80,Yes,Upto 5k,6,Travel_Rarely,14
RM1134,Research & Development,4876,5855,990,87,80,No,Upto 5k,27,Travel_Rarely,12
RM1186,Research & Development,17603,3525,1291,65,80,No,15k+,15,Travel_Rarely,24
RM1217,Sales,7847,6069,1179,73,80,Yes,5k-10k,2,Travel_Rarely,17
RM1263,Research & Development,2437,15587,807,38,80,Yes,Upto 5k,17,Travel_Frequently,16
RM1270,Human Resources,3539,5033,244,97,80,No,Upto 5k,2,Travel_Rarely,13
RM1294,Research & Development,2438,24978,343,52,80,No,Upto 5k,9,Non-Travel,13
RM1317,Sales,5675,19246,1422,92,80,No,5k-10k,2,Travel_Frequently,20
RM1331,Research & Development,19392,22539,823,81,80,No,15k+,6,Travel_Rarely,13
RM1400,Research & Development,7510,16873,574,30,80,No,5k-10k,11,Travel_Rarely,17
RM029,Research & Development,10248,2094,477,42,80,No,10k-15k,7,Travel_Rarely,14
RM032,Research & Development,6465,19121,1459,41,80,Yes,5k-10k,10,Travel_Rarely,13
RM053,Sales,5454,4009,1488,75,80,Yes,5k-10k,1,Travel_Rarely,21
RM100,Research & Development,2042,25043,489,67,80,No,Upto 5k,23,Non-Travel,12
RM287,Research & Development,3161,19920,920,43,80,Yes,Upto 5k,24,Travel_Frequently,22
RM494,Human Resources,5985,26894,1112,50,80,No,5k-10k,1,Travel_Rarely,11
RM498,Research & Development,19513,9358,1315,35,80,Yes,15k+,3,Travel_Rarely,12
RM544,Research & Development,3708,2104,381,49,80,No,Upto 5k,24,Non-Travel,14
RM618,Research & Development,5933,5197,625,50,80,No,5k-10k,4,Travel_Rarely,12
RM632,Research & Development,2818,5044,986,62,80,Yes,Upto 5k,8,Travel_Rarely,24
RM659,Research & Development,2559,7508,661,61,80,Yes,Upto 5k,9,Travel_Rarely,13
RM751,Sales,13320,11737,1448,53,80,Yes,10k-15k,28,Travel_Rarely,18
RM790,Human Resources,10482,2326,1376,91,80,No,10k-15k,1,Travel_Rarely,14
RM858,Research & Development,2936,10826,1097,96,80,Yes,Upto 5k,10,Travel_Rarely,11
RM863,Research & Development,2290,4279,111,74,80,No,Upto 5k,17,Non-Travel,13
RM876,Research & Development,4541,7744,200,32,80,No,Upto 5k,29,Travel_Rarely,25
RM892,Research & Development,2011,19982,1117,72,80,No,Upto 5k,2,Travel_Rarely,13
RM908,Sales,18213,8751,1099,88,80,No,15k+,5,Travel_Rarely,11
RM923,Research & Development,19190,17477,1199,92,80,No,15k+,4,Travel_Rarely,14
RM929,Research & Development,7978,14075,621,73,80,No,5k-10k,15,Travel_Rarely,11
RM954,Research & Development,2362,14669,935,89,80,No,Upto 5k,3,Travel_Rarely,12
RM1043,Research & Development,3162,7973,981,90,80,No,Upto 5k,5,Non-Travel,14
RM1047,Research & Development,3420,21158,1467,49,80,No,Upto 5k,20,Travel_Rarely,13
RM1052,Sales,4768,9282,383,79,80,No,Upto 5k,1,Travel_Frequently,12
RM1063,Research & Development,10209,19719,1193,86,80,Yes,10k-15k,2,Travel_Frequently,18
RM1079,Research & Development,16328,22074,136,32,80,No,15k+,28,Travel_Rarely,13
RM1141,Research & Development,19049,3549,1313,31,80,Yes,15k+,7,Travel_Rarely,14
RM1166,Human Resources,5743,10503,602,37,80,Yes,5k-10k,1,Travel_Frequently,11
RM1201,Human Resources,3195,4167,528,44,80,Yes,Upto 5k,1,Travel_Rarely,18
RM1215,Research & Development,7879,14810,921,96,80,Yes,5k-10k,2,Travel_Rarely,19
RM1280,Research & Development,2342,11092,429,99,80,Yes,Upto 5k,1,Travel_Frequently,12
RM1353,Research & Development,5033,9364,170,78,80,No,5k-10k,1,Travel_Rarely,15
RM1436,Research & Development,2436,13422,1037,42,80,Yes,Upto 5k,1,Travel_Rarely,12
RM068,Research & Development,9724,18787,1339,59,80,No,5k-10k,7,Travel_Rarely,17
RM078,Research & Development,13245,15067,193,52,80,Yes,10k-15k,6,Travel_Rarely,14
RM142,Research & Development,3452,9752,1316,83,80,No,Upto 5k,29,Travel_Rarely,13
RM154,Research & Development,2348,10901,194,60,80,No,Upto 5k,9,Travel_Rarely,18
RM175,Sales,5006,6319,1268,30,80,Yes,5k-10k,4,Travel_Rarely,11
RM195,Research & Development,16792,20462,1195,65,80,No,15k+,2,Non-Travel,23
RM219,Sales,8865,16840,1052,57,80,No,5k-10k,6,Non-Travel,12
RM245,Research & Development,19202,15970,252,70,80,No,15k+,1,Travel_Rarely,11
RM250,Research & Development,6434,5118,1199,77,80,No,5k-10k,7,Travel_Frequently,17
RM269,Research & Development,13496,7501,1385,79,80,Yes,10k-15k,20,Travel_Rarely,14
RM312,Research & Development,5210,20308,1249,97,80,No,5k-10k,7,Travel_Frequently,18
RM335,Research & Development,3697,9278,549,75,80,No,Upto 5k,8,Travel_Rarely,14
RM408,Research & Development,2654,9655,192,69,80,No,Upto 5k,10,Travel_Rarely,21
RM453,Sales,4805,16177,561,61,80,No,Upto 5k,2,Travel_Rarely,19
RM505,Sales,4286,5630,306,100,80,No,Upto 5k,26,Travel_Frequently,14
RM565,Sales,6632,12388,954,46,80,No,5k-10k,2,Travel_Rarely,13
RM604,Research & Development,2274,6153,252,95,80,No,Upto 5k,2,Travel_Rarely,14
RM626,Sales,10761,19239,930,74,80,Yes,10k-15k,9,Travel_Rarely,12
RM697,Research & Development,4447,23163,805,57,80,No,Upto 5k,4,Non-Travel,12
RM714,Research & Development,2270,11005,974,91,80,No,Upto 5k,1,Travel_Rarely,14
RM719,Research & Development,3633,14039,248,42,80,Yes,Upto 5k,23,Non-Travel,15
RM756,Sales,17650,5404,1234,90,80,No,15k+,11,Travel_Rarely,13
RM760,Human Resources,2177,8318,788,36,80,No,Upto 5k,24,Travel_Rarely,16
RM806,Sales,5593,17970,1050,65,80,No,5k-10k,9,Non-Travel,13
RM855,Research & Development,4477,20100,1457,83,80,Yes,Upto 5k,7,Travel_Rarely,19
RM914,Sales,18824,2493,1449,94,80,Yes,15k+,2,Travel_Rarely,16
RM937,Research & Development,18061,13035,364,83,80,No,15k+,25,Travel_Frequently,22
RM1035,Research & Development,10851,19863,1038,95,80,Yes,10k-15k,20,Travel_Rarely,18
RM1038,Research & Development,9380,14720,1448,55,80,Yes,5k-10k,29,Travel_Rarely,18
RM1093,Research & Development,2132,4585,950,97,80,No,Upto 5k,28,Travel_Rarely,20
RM1100,Research & Development,7441,20933,538,66,80,No,5k-10k,1,Travel_Rarely,12
RM1143,Research & Development,5769,23447,1015,50,80,Yes,5k-10k,5,Travel_Rarely,14
RM1144,Sales,4385,24162,336,52,80,No,Upto 5k,26,Non-Travel,15
RM1161,Research & Development,5770,5388,1329,59,80,No,5k-10k,2,Travel_Rarely,19
RM1222,Research & Development,10748,3395,1238,74,80,No,10k-15k,1,Non-Travel,23
RM1226,Research & Development,16704,17119,1005,48,80,No,15k+,28,Travel_Rarely,11
RM1244,Human Resources,9756,6595,176,56,80,No,5k-10k,4,Travel_Rarely,21
RM1315,Sales,5154,19665,589,67,80,No,5k-10k,2,Non-Travel,22
RM1347,Research & Development,5906,23888,556,93,80,No,5k-10k,25,Travel_Rarely,13
RM1363,Research & Development,5399,14511,1297,44,80,No,5k-10k,1,Travel_Frequently,12
RM1455,Sales,4850,23333,374,50,80,No,Upto 5k,20,Travel_Rarely,15
RM030,Sales,18947,22822,705,83,80,No,15k+,2,Travel_Rarely,12
RM049,Sales,5772,20445,1211,98,80,Yes,5k-10k,5,Travel_Frequently,21
RM080,Human Resources,5021,10425,945,80,80,Yes,5k-10k,5,Travel_Rarely,22
RM090,Sales,9619,13596,669,64,80,No,5k-10k,9,Travel_Rarely,16
RM094,Research & Development,10673,3142,638,40,80,Yes,10k-15k,1,Travel_Frequently,13
RM179,Sales,10453,2137,526,92,80,No,10k-15k,1,Travel_Rarely,25
RM210,Research & Development,9396,12368,644,97,80,No,5k-10k,1,Travel_Rarely,16
RM264,Sales,16872,14977,488,75,80,Yes,15k+,2,Travel_Rarely,12
RM366,Research & Development,5258,16044,1144,30,80,No,5k-10k,7,Non-Travel,14
RM413,Research & Development,4810,26314,1485,87,80,No,Upto 5k,18,Travel_Rarely,14
RM430,Research & Development,17861,2288,1009,51,80,No,15k+,2,Travel_Rarely,13
RM434,Sales,9071,11563,1125,94,80,Yes,5k-10k,10,Travel_Rarely,19
RM466,Research & Development,10527,8984,1034,86,80,No,10k-15k,18,Travel_Frequently,11
RM724,Research & Development,10845,24208,566,75,80,No,10k-15k,7,Travel_Rarely,13
RM771,Research & Development,19627,21445,430,40,80,No,15k+,1,Travel_Rarely,17
RM779,Research & Development,4615,21029,1003,74,80,Yes,Upto 5k,8,Travel_Rarely,23
RM811,Sales,17465,15596,406,52,80,No,15k+,3,Travel_Rarely,12
RM862,Sales,17048,24097,1402,69,80,No,15k+,2,Travel_Rarely,23
RM870,Research & Development,19081,10849,1450,52,80,No,15k+,15,Travel_Rarely,11
RM878,Research & Development,7379,17433,150,60,80,No,5k-10k,2,Travel_Rarely,11
RM917,Sales,18789,9946,168,33,80,No,15k+,4,Travel_Rarely,14
RM944,Human Resources,3423,22957,991,44,80,No,Upto 5k,1,Travel_Rarely,12
RM1032,Sales,10096,15986,377,52,80,No,10k-15k,9,Travel_Rarely,11
RM1081,Sales,16606,11380,228,51,80,No,15k+,3,Travel_Rarely,12
RM1136,Sales,17567,3156,563,56,80,No,15k+,1,Travel_Rarely,15
RM1232,Research & Development,5562,9697,717,34,80,No,5k-10k,13,Travel_Rarely,14
RM1236,Sales,10368,5596,1277,74,80,Yes,10k-15k,2,Travel_Rarely,12
RM1278,Research & Development,19328,14218,734,46,80,Yes,15k+,2,Travel_Rarely,17
RM1286,Sales,7991,25166,849,98,80,No,5k-10k,26,Non-Travel,15
RM1299,Research & Development,8926,10842,261,66,80,No,5k-10k,21,Travel_Rarely,22
RM1323,Research & Development,8578,19989,706,82,80,No,5k-10k,2,Travel_Rarely,14
RM1328,Sales,13225,7739,1319,45,80,No,10k-15k,3,Travel_Rarely,12
RM1334,Sales,7314,14011,1254,64,80,No,5k-10k,10,Travel_Rarely,21
RM272,Research & Development,11849,10268,666,88,80,Yes,10k-15k,29,Non-Travel,12
RM330,Research & Development,18300,16375,1482,42,80,No,15k+,5,Travel_Rarely,11
RM348,Sales,2976,25751,1309,99,80,No,Upto 5k,4,Travel_Frequently,19
RM429,Research & Development,5070,7389,983,65,80,No,5k-10k,2,Travel_Rarely,13
RM533,Sales,4960,11825,703,42,80,No,Upto 5k,14,Travel_Rarely,12
RM545,Sales,13770,10225,217,49,80,Yes,10k-15k,3,Travel_Frequently,12
RM567,Sales,6397,10339,719,77,80,Yes,5k-10k,27,Travel_Frequently,12
RM593,Research & Development,16752,12982,202,33,80,Yes,15k+,2,Travel_Rarely,11
RM652,Sales,4537,17783,249,35,80,Yes,Upto 5k,2,Travel_Rarely,22
RM666,Sales,3294,13137,1454,65,80,Yes,Upto 5k,2,Travel_Rarely,18
RM708,Research & Development,5067,6759,1379,64,80,Yes,5k-10k,16,Travel_Frequently,19
RM720,Sales,4163,8571,955,83,80,Yes,Upto 5k,4,Travel_Rarely,17
RM1021,Research & Development,3420,10205,465,74,80,No,Upto 5k,1,Travel_Rarely,12
RM1025,Research & Development,17169,26703,359,82,80,No,15k+,2,Travel_Rarely,19
RM1068,Sales,4591,24200,571,78,80,Yes,Upto 5k,14,Travel_Rarely,17
RM1155,Human Resources,19658,5220,1176,98,80,No,15k+,26,Travel_Rarely,11
RM1195,Sales,15972,21086,1225,47,80,No,15k+,2,Travel_Rarely,14
RM1224,Sales,12936,24164,1093,82,80,No,10k-15k,9,Travel_Frequently,11
RM1235,Sales,4978,3536,543,87,80,No,Upto 5k,2,Non-Travel,11
RM1304,Research & Development,10333,19271,1001,92,80,Yes,10k-15k,4,Travel_Rarely,12
RM1322,Research & Development,2105,5411,207,64,80,No,Upto 5k,9,Travel_Rarely,12
RM1371,Research & Development,5467,2125,1169,64,80,No,5k-10k,14,Non-Travel,18
RM1415,Research & Development,8633,13084,1180,84,80,No,5k-10k,25,Travel_Rarely,23
RM1422,Research & Development,11957,17231,1162,98,80,No,10k-15k,1,Non-Travel,18
RM051,Research & Development,5381,19294,626,98,80,Yes,5k-10k,1,Travel_Rarely,13
RM353,Sales,12504,23978,530,91,80,No,10k-15k,29,Travel_Rarely,21
RM445,Sales,4051,19658,163,37,80,No,Upto 5k,2,Travel_Rarely,14
RM493,Research & Development,15402,17997,1236,40,80,No,15k+,1,Travel_Rarely,11
RM521,Sales,8120,18597,817,56,80,No,5k-10k,2,Travel_Rarely,12
RM679,Research & Development,2259,5543,1469,51,80,No,Upto 5k,20,Travel_Rarely,17
RM736,Research & Development,4240,13119,277,97,80,No,Upto 5k,6,Travel_Rarely,13
RM737,Research & Development,10999,22245,1355,78,80,No,10k-15k,4,Travel_Rarely,14
RM805,Research & Development,16885,16154,1262,35,80,No,15k+,1,Non-Travel,22
RM902,Research & Development,2559,16620,969,76,80,No,Upto 5k,2,Travel_Rarely,11
RM905,Research & Development,18265,8733,715,76,80,No,15k+,1,Travel_Rarely,12
RM970,Research & Development,7898,18706,855,54,80,No,5k-10k,4,Travel_Rarely,11
